id,movie_title,year,actor_1_name,actor_2_name,actor_3_name,director_name,genres,comb
400,things to do in denver when you're dead,1995.0,Steve Buscemi,Bill Cobbs,Treat Williams,Gary Fleder,Crime Drama,Steve Buscemi Bill Cobbs Treat Williams Gary Fleder Crime Drama
253450,the assassin,2015.0,Qi Shu,Chen Chang,Satoshi Tsumabuki,Hsiao-Hsien Hou,Action Drama,Qi Shu Chen Chang Satoshi Tsumabuki Hsiao-Hsien Hou Action Drama
9104,buffalo soldiers,2001.0,Dean Stockwell,Scott Glenn,Leon,Gregor Jordan,Comedy Crime Drama Thriller War,Dean Stockwell Scott Glenn Leon Gregor Jordan Comedy Crime Drama Thriller War
263514,the return,2003.0,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Andrey Zvyagintsev,Drama Mystery Thriller,Konstantin Lavronenko Vladimir Garin Nataliya Vdovina Andrey Zvyagintsev Drama Mystery Thriller
16353,ong-bak 2,2008.0,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Tony Jaa,Action,Nirut Sirichanya Petchtai Wongkamlao Sarunyu Wongkrachang Tony Jaa Action
23759,centurion,2010.0,Michael Fassbender,JJ Feild,Dave Legeno,Neil Marshall,Action Adventure Drama History Thriller War,Michael Fassbender JJ Feild Dave Legeno Neil Marshall Action Adventure Drama History Thriller War
24206,silent trigger,1996.0,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,Russell Mulcahy,Action Drama Thriller,Christopher Heyerdahl Gina Bellman Conrad Dunn Russell Mulcahy Action Drama Thriller
10185,the midnight meat train,2008.0,Bradley Cooper,Brooke Shields,Leslie Bibb,Ryûhei Kitamura,Fantasy Horror Mystery,Bradley Cooper Brooke Shields Leslie Bibb Ryûhei Kitamura Fantasy Horror Mystery
75033,winnie mandela,2011.0,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Darrell Roodt,Biography Drama History,Jennifer Hudson Wendy Crewson Aubrey Poo Darrell Roodt Biography Drama History
74536,the son of no one,2011.0,Channing Tatum,Al Pacino,Tracy Morgan,Dito Montiel,Crime Drama Thriller,Channing Tatum Al Pacino Tracy Morgan Dito Montiel Crime Drama Thriller
31668,all the queen's men,2001.0,Eddie Izzard,Udo Kier,Edward Fox,Stefan Ruzowitzky,Action Comedy Drama War,Eddie Izzard Udo Kier Edward Fox Stefan Ruzowitzky Action Comedy Drama War
13501,the good night,2007.0,Stephen Graham,Gael Le Cornec,Keith Allen,Jake Paltrow,Comedy Drama Fantasy Music Romance,Stephen Graham Gael Le Cornec Keith Allen Jake Paltrow Comedy Drama Fantasy Music Romance
15208,bathory: countess of blood,2008.0,Anna Friel,Hans Matheson,Franco Nero,Juraj Jakubisko,Biography Drama Fantasy History,Anna Friel Hans Matheson Franco Nero Juraj Jakubisko Biography Drama Fantasy History
172391,khumba,2013.0,Liam Neeson,Steve Buscemi,Loretta Devine,Anthony Silverston,Adventure Animation Family,Liam Neeson Steve Buscemi Loretta Devine Anthony Silverston Adventure Animation Family
262543,automata,2014.0,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,Gabe Ibáñez,Action Sci-Fi Thriller,Birgitte Hjort Sørensen Robert Forster Melanie Griffith Gabe Ibáñez Action Sci-Fi Thriller
9288,dungeons & dragons: wrath of the dragon god,2005.0,Bruce Payne,Lucy Gaskell,Steven Elder,Gerry Lively,Action Adventure Fantasy,Bruce Payne Lucy Gaskell Steven Elder Gerry Lively Action Adventure Fantasy
370980,chiamatemi francesco - il papa della gente,2015.0,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Daniele Luchetti,Biography,Maximilian Dirr Rodrigo De la Serna Ferdinando Vetere Daniele Luchetti Biography
20083,shinjuku incident,2009.0,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Tung-Shing Yee,Action Crime Drama Thriller,Bingbing Fan Daniel Wu Yasuaki Kurata Tung-Shing Yee Action Crime Drama Thriller
40880,pandaemonium,2000.0,Samantha Morton,Dexter Fletcher,Linus Roache,Julien Temple,Biography Drama,Samantha Morton Dexter Fletcher Linus Roache Julien Temple Biography Drama
137,groundhog day,1993.0,Bill Murray,Chris Elliott,Willie Garson,Harold Ramis,Comedy Fantasy Romance,Bill Murray Chris Elliott Willie Garson Harold Ramis Comedy Fantasy Romance
264999,magic mike xxl,2015.0,Matt Bomer,Channing Tatum,Kevin Nash,Gregory Jacobs,Comedy Drama Music,Matt Bomer Channing Tatum Kevin Nash Gregory Jacobs Comedy Drama Music
454,romeo + juliet,1996.0,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Baz Luhrmann,Drama Romance,Leonardo DiCaprio Harold Perrineau Brian Dennehy Baz Luhrmann Drama Romance
53457,sarah's key,2010.0,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Gilles Paquet-Brenner,Drama War,Kristin Scott Thomas Aidan Quinn Arben Bajraktaraj Gilles Paquet-Brenner Drama War
288980,freedom,2014.0,Sharon Leal,David Rasche,Bart Shatto,Peter Cousens,Drama Family Music,Sharon Leal David Rasche Bart Shatto Peter Cousens Drama Family Music
33,unforgiven,1992.0,Clint Eastwood,Morgan Freeman,Frances Fisher,Clint Eastwood,Drama Western,Clint Eastwood Morgan Freeman Frances Fisher Clint Eastwood Drama Western
1951,manderlay,2005.0,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Lars von Trier,Drama,Bryce Dallas Howard Jeremy Davies Jean-Marc Barr Lars von Trier Drama
12405,slumdog millionaire,2008.0,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Danny Boyle,Drama Romance,Anil Kapoor Saurabh Shukla Ayush Mahesh Khedekar Danny Boyle Drama Romance
10998,fatal attraction,1987.0,Fred Gwynne,Lois Smith,Anne Archer,Adrian Lyne,Drama Romance Thriller,Fred Gwynne Lois Smith Anne Archer Adrian Lyne Drama Romance Thriller
114,pretty woman,1990.0,Julia Roberts,Hector Elizondo,Jason Alexander,Garry Marshall,Comedy Romance,Julia Roberts Hector Elizondo Jason Alexander Garry Marshall Comedy Romance
5919,towering inferno,,Martin Short,Andrea Martin,Joe Flaherty,John Blanchard,Comedy,Martin Short Andrea Martin Joe Flaherty John Blanchard Comedy
9396,crocodile dundee ii,1988.0,Paul Hogan,Linda Kozlowski,John Meillon,John Cornell,Action Adventure Comedy,Paul Hogan Linda Kozlowski John Meillon John Cornell Action Adventure Comedy
319910,broken horses,2015.0,María Valverde,Chris Marquette,Chad Bishop,Vidhu Vinod Chopra,Action Crime Drama Mystery Thriller,María Valverde Chris Marquette Chad Bishop Vidhu Vinod Chopra Action Crime Drama Mystery Thriller
2604,born on the fourth of july,1989.0,Tom Cruise,Tom Berenger,Stephen Baldwin,Oliver Stone,Biography Drama War,Tom Cruise Tom Berenger Stephen Baldwin Oliver Stone Biography Drama War
864,cool runnings,1993.0,Doug E. Doug,Leon,Malik Yoba,Jon Turteltaub,Adventure Comedy Family Sport,Doug E. Doug Leon Malik Yoba Jon Turteltaub Adventure Comedy Family Sport
14435,my bloody valentine,2009.0,Jensen Ackles,Jaime King,Edi Gathegi,Patrick Lussier,Horror Thriller,Jensen Ackles Jaime King Edi Gathegi Patrick Lussier Horror Thriller
77883,the possession,2012.0,Kyra Sedgwick,Madison Davenport,Natasha Calis,Ole Bornedal,Horror Thriller,Kyra Sedgwick Madison Davenport Natasha Calis Ole Bornedal Horror Thriller
1368,first blood,1982.0,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Ted Kotcheff,Action Adventure Drama,Sylvester Stallone Brian Dennehy Chris Mulkey Ted Kotcheff Action Adventure Drama
1931,stomp the yard,2007.0,Chris Brown,Laz Alonso,Harry Lennix,Sylvain White,Drama Music Romance,Chris Brown Laz Alonso Harry Lennix Sylvain White Drama Music Romance
691,the spy who loved me,1977.0,Caroline Munro,Desmond Llewelyn,Barbara Bach,Lewis Gilbert,Action Adventure Sci-Fi Thriller,Caroline Munro Desmond Llewelyn Barbara Bach Lewis Gilbert Action Adventure Sci-Fi Thriller
889217,ghost hunters,,Amy Bruni,Steve Gonsalves,Jason Hawes,unknown,Documentary,Amy Bruni Steve Gonsalves Jason Hawes unknown Documentary
9877,urban legend,1998.0,Alicia Witt,Loretta Devine,Julian Richings,Jamie Blanks,Horror Mystery Thriller,Alicia Witt Loretta Devine Julian Richings Jamie Blanks Horror Mystery Thriller
859,dangerous liaisons,1988.0,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Stephen Frears,Drama Romance,Keanu Reeves Peter Capaldi Swoosie Kurtz Stephen Frears Drama Romance
62008,good deeds,2012.0,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Tyler Perry,Comedy Drama Romance,Eddie Cibrian Phylicia Rashad Jamie Kennedy Tyler Perry Comedy Drama Romance
12227,white fang,1991.0,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Randal Kleiser,Adventure Drama,Seymour Cassel Klaus Maria Brandauer Susan Hogan Randal Kleiser Adventure Drama
13824,superstar,1999.0,Will Ferrell,Elaine Hendrix,Molly Shannon,Bruce McCulloch,Comedy Romance,Will Ferrell Elaine Hendrix Molly Shannon Bruce McCulloch Comedy Romance
71688,the iron lady,2011.0,Meryl Streep,Jim Broadbent,Olivia Colman,Phyllida Lloyd,Biography Drama History,Meryl Streep Jim Broadbent Olivia Colman Phyllida Lloyd Biography Drama History
15173,jonah: a veggietales movie,2002.0,Phil Vischer,Mike Nawrocki,Shelby Vischer,Mike Nawrocki,Adventure Animation Comedy Drama Family Musical,Phil Vischer Mike Nawrocki Shelby Vischer Mike Nawrocki Adventure Animation Comedy Drama Family Musical
8291,poetic justice,1993.0,Janet Jackson,Khandi Alexander,Maya Angelou,John Singleton,Drama Romance,Janet Jackson Khandi Alexander Maya Angelou John Singleton Drama Romance
13950,all about the benjamins,2002.0,Mike Epps,Roger Guenveur Smith,Gino Salvano,Kevin Bray,Action Comedy Crime Thriller,Mike Epps Roger Guenveur Smith Gino Salvano Kevin Bray Action Comedy Crime Thriller
12158,vampire in brooklyn,1995.0,John Witherspoon,W. Earl Brown,Allen Payne,Wes Craven,Comedy Fantasy Horror Romance,John Witherspoon W. Earl Brown Allen Payne Wes Craven Comedy Fantasy Horror Romance
11586,exorcist ii: the heretic,1977.0,Linda Blair,Richard Burton,Ned Beatty,John Boorman,Horror,Linda Blair Richard Burton Ned Beatty John Boorman Horror
10008,an american haunting,2005.0,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Courtney Solomon,Horror Mystery Thriller,Sissy Spacek James D'Arcy Vernon Dobtcheff Courtney Solomon Horror Mystery Thriller
2830,my boss's daughter,2003.0,Carmen Electra,Tyler Labine,Molly Shannon,David Zucker,Comedy Romance,Carmen Electra Tyler Labine Molly Shannon David Zucker Comedy Romance
12403,a perfect getaway,2009.0,Chris Hemsworth,Milla Jovovich,Marley Shelton,David Twohy,Adventure Mystery Thriller,Chris Hemsworth Milla Jovovich Marley Shelton David Twohy Adventure Mystery Thriller
34563,our family wedding,2010.0,America Ferrera,Lance Gross,Lupe Ontiveros,Rick Famuyiwa,Comedy Romance,America Ferrera Lance Gross Lupe Ontiveros Rick Famuyiwa Comedy Romance
14557,dead man on campus,1998.0,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Alan Cohn,Comedy,Alyson Hannigan Linda Cardellini Poppy Montgomery Alan Cohn Comedy
10368,tea with mussolini,1999.0,Lily Tomlin,Joan Plowright,Paolo Seganti,Franco Zeffirelli,Comedy Drama War,Lily Tomlin Joan Plowright Paolo Seganti Franco Zeffirelli Comedy Drama War
10280,thinner,1996.0,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Tom Holland,Fantasy Horror,Joe Mantegna Bethany Joy Lenz Kari Wuhrer Tom Holland Fantasy Horror
12637,"new york, new york",1977.0,Robert De Niro,Liza Minnelli,Mary Kay Place,Martin Scorsese,Drama Music Musical Romance,Robert De Niro Liza Minnelli Mary Kay Place Martin Scorsese Drama Music Musical Romance
34152,crooklyn,1994.0,Alfre Woodard,Delroy Lindo,Isaiah Washington,Spike Lee,Comedy Drama,Alfre Woodard Delroy Lindo Isaiah Washington Spike Lee Comedy Drama
14434,i think i love my wife,2007.0,Steve Buscemi,Eliza Coupe,Wendell Pierce,Chris Rock,Comedy Drama Romance,Steve Buscemi Eliza Coupe Wendell Pierce Chris Rock Comedy Drama Romance
11470,jason x,2001.0,Peter Mensah,Kane Hodder,Lexa Doig,James Isaac,Action Horror Sci-Fi Thriller,Peter Mensah Kane Hodder Lexa Doig James Isaac Action Horror Sci-Fi Thriller
11870,big fat liar,2002.0,Frankie Muniz,Donald Faison,Lee Majors,Shawn Levy,Adventure Comedy Family,Frankie Muniz Donald Faison Lee Majors Shawn Levy Adventure Comedy Family
10741,bobby,2006.0,Anthony Hopkins,Nick Cannon,Brian Geraghty,Emilio Estevez,Drama History,Anthony Hopkins Nick Cannon Brian Geraghty Emilio Estevez Drama History
24940,head over heels,2001.0,Monica Potter,Ivana Milicevic,China Chow,Mark Waters,Comedy Mystery Romance,Monica Potter Ivana Milicevic China Chow Mark Waters Comedy Mystery Romance
82679,fun size,2012.0,Thomas McDonell,Jackson Nicoll,Osric Chau,Josh Schwartz,Adventure Comedy,Thomas McDonell Jackson Nicoll Osric Chau Josh Schwartz Adventure Comedy
2013,the diving bell and the butterfly,2007.0,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Julian Schnabel,Biography Drama,Emmanuelle Seigner Mathieu Amalric Isaach De Bankolé Julian Schnabel Biography Drama
1440,little children,2006.0,Kate Winslet,Noah Emmerich,Jane Adams,Todd Field,Drama Romance,Kate Winslet Noah Emmerich Jane Adams Todd Field Drama Romance
18041,gossip,2000.0,Norman Reedus,Sharon Lawrence,Noam Jenkins,Davis Guggenheim,Drama Mystery Thriller,Norman Reedus Sharon Lawrence Noam Jenkins Davis Guggenheim Drama Mystery Thriller
28029,a walk on the moon,1999.0,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Tony Goldwyn,Drama,Viggo Mortensen Julie Kavner Tovah Feldshuh Tony Goldwyn Drama
1123,catch a fire,2006.0,Derek Luke,Terry Pheto,Bonnie Henna,Phillip Noyce,Biography Drama History,Derek Luke Terry Pheto Bonnie Henna Phillip Noyce Biography Drama History
14033,soul survivors,2001.0,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Stephen Carpenter,Drama Horror Mystery Thriller,Melissa Sagemiller Angela Featherstone Candace Kroslak Stephen Carpenter Drama Horror Mystery Thriller
87729,jefferson in paris,1995.0,Seth Gilliam,Todd Boyce,Nigel Whitmey,James Ivory,Biography Drama History Romance,Seth Gilliam Todd Boyce Nigel Whitmey James Ivory Biography Drama History Romance
16899,easy virtue,2008.0,Colin Firth,Kristin Scott Thomas,Kris Marshall,Stephan Elliott,Comedy Romance,Colin Firth Kristin Scott Thomas Kris Marshall Stephan Elliott Comedy Romance
41317,caravans,1978.0,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,James Fargo,Action Adventure History,Christopher Lee Joseph Cotten Behrouz Vossoughi James Fargo Action Adventure History
245700,mr. turner,2014.0,Lesley Manville,Ruth Sheen,Karl Johnson,Mike Leigh,Biography Drama History,Lesley Manville Ruth Sheen Karl Johnson Mike Leigh Biography Drama History
37842,wild grass,2009.0,Mathieu Amalric,Sara Forestier,Edouard Baer,Alain Resnais,Drama Romance,Mathieu Amalric Sara Forestier Edouard Baer Alain Resnais Drama Romance
9045,amen.,2002.0,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Costa-Gavras,Biography Crime Drama War,Sebastian Koch Mathieu Kassovitz Ulrich Mühe Costa-Gavras Biography Crime Drama War
44092,reign of assassins,2010.0,Woo-sung Jung,Shawn Yue,Kelly Lin,Chao-Bin Su,Action,Woo-sung Jung Shawn Yue Kelly Lin Chao-Bin Su Action
16005,the lucky ones,2008.0,John Heard,Katherine LaNasa,Mark L. Young,Neil Burger,Comedy Drama War,John Heard Katherine LaNasa Mark L. Young Neil Burger Comedy Drama War
44754,margaret,2011.0,Matt Damon,Kieran Culkin,John Gallagher Jr.,Kenneth Lonergan,Drama,Matt Damon Kieran Culkin John Gallagher Jr. Kenneth Lonergan Drama
23988,stan helsing,2009.0,Steve Howey,Kenan Thompson,Diora Baird,Bo Zenga,Comedy Horror,Steve Howey Kenan Thompson Diora Baird Bo Zenga Comedy Horror
43949,flipped,2010.0,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Rob Reiner,Comedy Drama Romance,Madeline Carroll Rebecca De Mornay Aidan Quinn Rob Reiner Comedy Drama Romance
142,brokeback mountain,2005.0,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Ang Lee,Drama Romance,Jake Gyllenhaal Heath Ledger Anne Hathaway Ang Lee Drama Romance
98566,teenage mutant ninja turtles,2014.0,Noel Fisher,Danny Woodburn,Jeremy Howard,Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher Danny Woodburn Jeremy Howard Jonathan Liebesman Action Adventure Comedy Sci-Fi
9603,clueless,1995.0,Donald Faison,Dan Hedaya,Elisa Donovan,Amy Heckerling,Comedy Romance,Donald Faison Dan Hedaya Elisa Donovan Amy Heckerling Comedy Romance
10712,far from heaven,2002.0,Dennis Quaid,Celia Weston,Michael Gaston,Todd Haynes,Drama Romance,Dennis Quaid Celia Weston Michael Gaston Todd Haynes Drama Romance
243938,hot tub time machine 2,2015.0,Adam Scott,Gillian Jacobs,Collette Wolfe,Steve Pink,Comedy Sci-Fi,Adam Scott Gillian Jacobs Collette Wolfe Steve Pink Comedy Sci-Fi
10876,quills,2000.0,Kate Winslet,Stephen Marcus,Amelia Warner,Philip Kaufman,Biography Drama,Kate Winslet Stephen Marcus Amelia Warner Philip Kaufman Biography Drama
86838,seven psychopaths,2012.0,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Martin McDonagh,Comedy Crime,Abbie Cornish Gabourey Sidibe Michael Stuhlbarg Martin McDonagh Comedy Crime
25208,the caveman's valentine,2001.0,Colm Feore,Tamara Tunie,Aunjanue Ellis,Kasi Lemmons,Crime Drama Music Mystery Thriller,Colm Feore Tamara Tunie Aunjanue Ellis Kasi Lemmons Crime Drama Music Mystery Thriller
22023,the border,,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,unknown,Action Crime Drama Thriller,Jacek Koman Marian Dziedziel Jaroslaw Boberek unknown Action Crime Drama Thriller
613,downfall,2004.0,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Oliver Hirschbiegel,Biography Drama History War,Thomas Kretschmann Bruno Ganz Alexandra Maria Lara Oliver Hirschbiegel Biography Drama History War
1913,the sea inside,2004.0,Belén Rueda,Lola Dueñas,Tamar Novas,Alejandro Amenábar,Biography Drama Romance,Belén Rueda Lola Dueñas Tamar Novas Alejandro Amenábar Biography Drama Romance
698232,under the skin,2013.0,Scarlett Johansson,Paul Brannigan,Alison Chand,Jonathan Glazer,Drama Horror Sci-Fi Thriller,Scarlett Johansson Paul Brannigan Alison Chand Jonathan Glazer Drama Horror Sci-Fi Thriller
801,"good morning, vietnam",1987.0,Robin Williams,J.T. Walsh,Bruno Kirby,Barry Levinson,Biography Comedy Drama War,Robin Williams J.T. Walsh Bruno Kirby Barry Levinson Biography Comedy Drama War
70829,the last godfather,2010.0,Jason Mewes,Stephanie Danielson,Michael Rispoli,Hyung-rae Shim,Comedy,Jason Mewes Stephanie Danielson Michael Rispoli Hyung-rae Shim Comedy
54518,justin bieber: never say never,2011.0,Usher Raymond,Sean Kingston,Boys II Men,Jon M. Chu,Documentary Music,Usher Raymond Sean Kingston Boys II Men Jon M. Chu Documentary Music
44214,black swan,2010.0,Natalie Portman,Mila Kunis,Mark Margolis,Darren Aronofsky,Drama Thriller,Natalie Portman Mila Kunis Mark Margolis Darren Aronofsky Drama Thriller
97020,robocop,2014.0,Gary Oldman,Abbie Cornish,Jennifer Ehle,José Padilha,Action Crime Sci-Fi Thriller,Gary Oldman Abbie Cornish Jennifer Ehle José Padilha Action Crime Sci-Fi Thriller
240,the godfather: part ii,1974.0,Robert De Niro,Al Pacino,Robert Duvall,Francis Ford Coppola,Crime Drama,Robert De Niro Al Pacino Robert Duvall Francis Ford Coppola Crime Drama
9816,save the last dance,2001.0,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Thomas Carter,Drama Music Romance,Sean Patrick Thomas Terry Kinney Fredro Starr Thomas Carter Drama Music Romance
10131,a nightmare on elm street 4: the dream master,1988.0,Tuesday Knight,Rodney Eastman,Brooke Bundy,Renny Harlin,Fantasy Horror Thriller,Tuesday Knight Rodney Eastman Brooke Bundy Renny Harlin Fantasy Horror Thriller
339984,miracles from heaven,2016.0,Jennifer Garner,Brighton Sharbino,Martin Henderson,Patricia Riggen,Drama,Jennifer Garner Brighton Sharbino Martin Henderson Patricia Riggen Drama
8859,"dude, where's my car?",2000.0,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Danny Leiner,Comedy Mystery,Jennifer Garner Mary Lynn Rajskub Marla Sokoloff Danny Leiner Comedy Mystery
11967,young guns,1988.0,Jack Palance,Patrick Wayne,Brian Keith,Christopher Cain,Action Crime Drama Thriller Western,Jack Palance Patrick Wayne Brian Keith Christopher Cain Action Crime Drama Thriller Western
239563,st. vincent,2014.0,Bill Murray,Naomi Watts,Reg E. Cathey,Theodore Melfi,Comedy Drama,Bill Murray Naomi Watts Reg E. Cathey Theodore Melfi Comedy Drama
222899,about last night,2014.0,Joe Lo Truglio,Regina Hall,Bryan Callen,Steve Pink,Comedy Romance,Joe Lo Truglio Regina Hall Bryan Callen Steve Pink Comedy Romance
4951,10 things i hate about you,1999.0,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Gil Junger,Comedy Drama Romance,Joseph Gordon-Levitt Heath Ledger Andrew Keegan Gil Junger Comedy Drama Romance
10985,the new guy,2002.0,Zooey Deschanel,Eddie Griffin,Gene Simmons,Ed Decter,Comedy,Zooey Deschanel Eddie Griffin Gene Simmons Ed Decter Comedy
9644,loaded weapon 1,1993.0,Jon Lovitz,Lin Shaye,Bill Nunn,Gene Quintano,Action Comedy Crime,Jon Lovitz Lin Shaye Bill Nunn Gene Quintano Action Comedy Crime
332567,the shallows,2016.0,Óscar Jaenada,Brett Cullen,Sedona Legge,Jaume Collet-Serra,Drama Horror Thriller,Óscar Jaenada Brett Cullen Sedona Legge Jaume Collet-Serra Drama Horror Thriller
1954,the butterfly effect,2004.0,Logan Lerman,Eric Stoltz,Cameron Bright,Eric Bress,Sci-Fi Thriller,Logan Lerman Eric Stoltz Cameron Bright Eric Bress Sci-Fi Thriller
15489,snow day,2000.0,Chris Elliott,Mark Webber,Jean Smart,Chris Koch,Adventure Comedy Family,Chris Elliott Mark Webber Jean Smart Chris Koch Adventure Comedy Family
15250,this christmas,2007.0,Mekhi Phifer,Chris Brown,Loretta Devine,Preston A. Whitmore II,Comedy Drama Romance,Mekhi Phifer Chris Brown Loretta Devine Preston A. Whitmore II Comedy Drama Romance
22345,baby geniuses,1999.0,Kathleen Turner,Dom DeLuise,Ruby Dee,Bob Clark,Comedy Crime Family Sci-Fi,Kathleen Turner Dom DeLuise Ruby Dee Bob Clark Comedy Crime Family Sci-Fi
9448,the big hit,1998.0,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Kirk Wong,Action Comedy Crime Thriller,Bokeem Woodbine Elliott Gould Antonio Sabato Jr. Kirk Wong Action Comedy Crime Thriller
38223,harriet the spy,1996.0,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Bronwen Hughes,Comedy Drama Family,Gregory Smith Eartha Kitt Charlotte Sullivan Bronwen Hughes Comedy Drama Family
11186,child's play 2,1990.0,Jenny Agutter,Beth Grant,Greg Germann,John Lafia,Fantasy Horror,Jenny Agutter Beth Grant Greg Germann John Lafia Fantasy Horror
136835,no good deed,2014.0,Leslie Bibb,Kate del Castillo,Henry Simmons,Sam Miller,Crime Thriller,Leslie Bibb Kate del Castillo Henry Simmons Sam Miller Crime Thriller
5876,the mist,2007.0,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Frank Darabont,Horror,Toby Jones Alexa Davalos Jeffrey DeMunn Frank Darabont Horror
264660,ex machina,2015.0,Elina Alminas,Sonoya Mizuno,Corey Johnson,Alex Garland,Drama Mystery Sci-Fi Thriller,Elina Alminas Sonoya Mizuno Corey Johnson Alex Garland Drama Mystery Sci-Fi Thriller
492,being john malkovich,1999.0,Willie Garson,Orson Bean,Mary Kay Place,Spike Jonze,Comedy Drama Fantasy,Willie Garson Orson Bean Mary Kay Place Spike Jonze Comedy Drama Fantasy
25462,two can play that game,2001.0,Mo'Nique,Vivica A. Fox,Tamala Jones,Mark Brown,Comedy Romance,Mo'Nique Vivica A. Fox Tamala Jones Mark Brown Comedy Romance
238603,earth to echo,2014.0,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Dave Green,Adventure Family Sci-Fi,Teo Halm Ella Wahlestedt Jason Gray-Stanford Dave Green Adventure Family Sci-Fi
10691,crazy/beautiful,2001.0,Kirsten Dunst,Jay Hernandez,Rolando Molina,John Stockwell,Drama Romance,Kirsten Dunst Jay Hernandez Rolando Molina John Stockwell Drama Romance
1251,letters from iwo jima,2006.0,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Clint Eastwood,Drama History War,Yuki Matsuzaki Kazunari Ninomiya Shidô Nakamura Clint Eastwood Drama History War
5172,the astronaut farmer,2006.0,J.K. Simmons,Virginia Madsen,Bruce Dern,Michael Polish,Adventure Drama Sci-Fi,J.K. Simmons Virginia Madsen Bruce Dern Michael Polish Adventure Drama Sci-Fi
58680,woo,1998.0,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Daisy von Scherler Mayer,Comedy Romance,LL Cool J Jada Pinkett Smith Dave Chappelle Daisy von Scherler Mayer Comedy Romance
264644,room,2015.0,Joan Allen,Jacob Tremblay,Cas Anvar,Lenny Abrahamson,Drama,Joan Allen Jacob Tremblay Cas Anvar Lenny Abrahamson Drama
14577,dirty work,1998.0,Don Rickles,Jack Warden,Traylor Howard,Bob Saget,Comedy,Don Rickles Jack Warden Traylor Howard Bob Saget Comedy
11592,serial mom,1994.0,Kathleen Turner,Sam Waterston,Traci Lords,John Waters,Comedy Crime Thriller,Kathleen Turner Sam Waterston Traci Lords John Waters Comedy Crime Thriller
16406,dick,1999.0,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Andrew Fleming,Comedy,Ryan Reynolds Will Ferrell Kirsten Dunst Andrew Fleming Comedy
19052,light it up,1999.0,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Craig Bolotin,Drama Thriller,Rosario Dawson Vanessa Williams Robert Ri'chard Craig Bolotin Drama Thriller
3682,54,1998.0,Salma Hayek,Ellen Albertini Dow,Sela Ward,Mark Christopher,Drama Music,Salma Hayek Ellen Albertini Dow Sela Ward Mark Christopher Drama Music
9683,bubble boy,2001.0,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Blair Hayes,Adventure Comedy Romance Sci-Fi,Jake Gyllenhaal Geoffrey Arend Marley Shelton Blair Hayes Adventure Comedy Romance Sci-Fi
2084,birthday girl,2001.0,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Jez Butterworth,Comedy Crime Thriller,Mark Gatiss Mathieu Kassovitz Ben Chaplin Jez Butterworth Comedy Crime Thriller
107811,21 & over,2013.0,Justin Chon,Josie Loren,Sarah Wright,Jon Lucas,Comedy,Justin Chon Josie Loren Sarah Wright Jon Lucas Comedy
